4.41
1.64
1.98
4.51
3.71
1.27
5.20
4.35
3.13
0.94
0.25
0.98
2.24
1.30
2.41
3.23
2.51
3.32
0.78
1.60
1.62
1.58
1.09
3.20
2.19
5.49
3.59
0.25
1.40
1.96
5.20
0.57
4.99
5.88
3.84
1.34
0.61
2.57
2.36
2.04
2.33
0.28
4.94
2.89
0.47
4.08
1.60
3.33
2.16
1.73
3.08
2.77
2.88
2.53
1.43
1.59
4.62
1.89
4.30
3.62
3.22
2.06
5.98
1.93
2.87
1.08
2.35
1.26
2.08
3.81
4.20
1.07
3.01
1.05
3.15
3.01
5.82
2.48
2.42
2.81
1.94
1.69
2.52
3.21
3.28
4.45
1.09
2.20
0.57
2.88
1.59
3.14
2.38
2.11
4.57
0.79
1.37
2.69
2.53
6.10
2.86
4.65
3.94
4.96
1.75
2.06
1.72
1.56
1.49
2.59
2.02
3.36
0.43
1.44
4.23
2.05
2.01
3.72
5.92
2.93
2.10
4.45
2.79
6.06
0.37
1.61
3.77
2.97
5.29
2.83
0.70
4.22
2.40
1.31
2.53
3.04
0.91
1.94
3.47
2.63
3.13
2.11
3.26
5.33
1.78
1.94
4.87
3.99
0.70
1.93
0.78
2.44
2.37
3.77
4.20
2.39
4.88
0.85
3.20
1.84
0.25
2.58
2.06
0.80
3.51
4.50
1.33
1.55
2.49
4.58
1.33
1.06
4.33
4.03
0.25
3.87
2.96
2.50
2.88
2.53
2.15
2.87
4.84
6.13
3.52
1.37
5.06
2.15
2.87
2.94
1.38
3.75
2.08
2.70
1.61
1.03
2.49
3.16
2.84
3.56
0.90
2.61
0.94
2.72
2.29
4.22
2.85
1.72
4.09
4.63
2.48
1.23
2.21
1.23
1.01
3.88
1.55
1.10
2.90
4.10
0.37
1.55
0.87
2.88
0.59
2.75
1.73
0.20
1.70
0.52
3.55
2.13
2.76
4.01
1.31
1.64
4.07
5.19
0.47
4.34
4.35
2.70
1.22
2.70
3.07
2.08
1.55
1.64
1.36
